,id_mahasiswa,4,138,140,143,145,147,149,151,152,153,185,186,187,189,238,243,246,247,248,249,250,251,253,254,255,256,257,260,262,264,265,266,267,269,271,272,274,276,277,278,279,280,281,283,320,321,322,323,324,325,326,327,328,329,330,331,332,334,335,336,337,338,340,341,342,343,344,345,346,347,349,350,351,352,353,354,355,356,357,359,361,362,363,364,365,366,368,369,370,373,377,379,381,385,388,394,396,398,402,405,407,409,411,414,415,417,419,420,439,448,452,512,513,514,515,516,527,536,156,530,208,topik_skripsi
23,4732,0.0,5.0,4.583333333333333,4.583333333333333,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.375,5.0,0.0,5.0,4.583333333333333,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.791666666666666,5.0,4.583333333333333,5.0,4.166666666666666,5.0,5.0,5.0,5.0,2.5,5.0,5.0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.166666666666666,5.0,0.0,0.0,0.0,0.0,5.0,0.0,4.166666666666666,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.5,0.0,0.0,0.0,0.0,2.2916666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.583333333333333,4.583333333333333,0.0,3.75,3
24,4744,0.0,5.0,4.583333333333333,5.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,3.958333333333333,5.0,0.0,5.0,4.166666666666666,5.0,4.166666666666666,5.0,4.583333333333333,4.583333333333333,5.0,4.375,3.75,4.375,5.0,5.0,5.0,4.791666666666666,4.375,5.0,5.0,5.0,4.166666666666666,4.583333333333333,5.0,4.583333333333333,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,4.583333333333333,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,4.583333333333333,5.0,0.0,0.0,0.0,5.0,0.0,0.0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,2.083333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.583333333333333,5.0,0.0,3.333333333333333,5
25,4652,0.0,5.0,4.166666666666666,4.166666666666666,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.5,3.75,0.0,4.583333333333333,5.0,0.0,1.875,4.583333333333333,5.0,5.0,3.75,2.5,5.0,4.791666666666666,5.0,4.166666666666666,4.166666666666666,4.166666666666666,5.0,4.583333333333333,3.75,5.0,2.916666666666666,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,3.75,5.0,0.0,0.0,0.0,0.0,3.333333333333333,3.75,0.0,4.166666666666666,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.2916666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.333333333333333,5.0,4.583333333333333,0.0,0.0,0
26,4456,0.0,5.0,4.166666666666666,5.0,0.0,0.0,0.0,0.0,4.166666666666666,0.0,5.0,0.0,0.0,0.0,0.0,1.875,2.916666666666666,5.0,2.5,4.583333333333333,0.0,1.25,2.916666666666666,4.583333333333333,2.916666666666666,4.583333333333333,1.25,3.75,1.458333333333333,2.916666666666666,4.583333333333333,5.0,1.458333333333333,2.083333333333333,4.166666666666666,4.166666666666666,5.0,4.166666666666666,3.333333333333333,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.333333333333333,4.583333333333333,0.0,0.0,3.333333333333333,0.0,4.166666666666666,0.0,2.916666666666666,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,5.0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.166666666666666,0.0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.583333333333333,5.0,4.583333333333333,0.0,0.0,5
27,4488,0.0,5.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.5,5.0,5.0,4.166666666666666,5.0,0.0,2.5,5.0,4.166666666666666,5.0,5.0,2.2916666666666665,0.0,2.5,5.0,5.0,5.0,2.2916666666666665,2.2916666666666665,5.0,5.0,5.0,5.0,4.583333333333333,5.0,5.0,5.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.166666666666666,4.583333333333333,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.75,4.583333333333333,0.0,0.0,0.0,4.583333333333333,0.0,5.0,0.0,0.0,5.0,4.583333333333333,4.166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.583333333333333,5.0,5.0,0.0,0.0,6
28,4665,0.0,3.75,3.75,3.75,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.2916666666666665,4.583333333333333,0.0,4.166666666666666,4.166666666666666,0.0,2.083333333333333,3.333333333333333,5.0,5.0,3.75,2.5,5.0,5.0,3.75,4.583333333333333,5.0,4.375,5.0,3.75,4.583333333333333,5.0,3.75,5.0,5.0,4.583333333333333,5.0,5.0,0.0,4.583333333333333,0.0,0.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,4.583333333333333,0.0,4.583333333333333,0.0,3.333333333333333,3.333333333333333,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.583333333333333,5.0,0.0,0.0,0.0,3.75,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.166666666666666,5.0,5.0,0.0,0.0,5
29,4537,0.0,4.583333333333333,4.583333333333333,4.583333333333333,0.0,0.0,0.0,5.0,0.0,0.0,3.75,0.0,0.0,0.0,0.0,1.875,2.916666666666666,5.0,2.5,5.0,0.0,1.458333333333333,3.75,2.5,2.916666666666666,5.0,1.25,4.166666666666666,1.6666666666666663,2.5,5.0,3.333333333333333,1.875,1.458333333333333,4.166666666666666,5.0,5.0,4.583333333333333,2.916666666666666,5.0,4.166666666666666,2.916666666666666,5.0,0.0,0.0,0.0,0.0,5.0,4.166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.916666666666666,0.0,2.916666666666666,4.166666666666666,5.0,0.0,0.0,4.166666666666666,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.916666666666666,5.0,0.0,4.166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.916666666666666,5.0,5.0,0.0,0.0,2
30,4793,0.0,3.75,4.583333333333333,4.166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.791666666666666,5.0,0.0,4.583333333333333,4.583333333333333,5.0,5.0,3.75,3.75,3.333333333333333,4.583333333333333,4.583333333333333,2.916666666666666,5.0,4.583333333333333,4.166666666666666,5.0,5.0,4.791666666666666,5.0,5.0,5.0,3.333333333333333,4.583333333333333,5.0,5.0,0.0,0.0,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,0.0,0.0,0.0,2.2916666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.166666666666666,5.0,4.583333333333333,0.0,5.0,2
31,4486,0.0,5.0,4.166666666666666,4.166666666666666,0.0,0.0,0.0,0.0,0.0,4.583333333333333,4.583333333333333,0.0,0.0,0.0,0.0,2.2916666666666665,2.5,5.0,2.5,4.166666666666666,0.0,1.25,2.916666666666666,4.166666666666666,2.5,4.166666666666666,1.25,2.5,1.25,2.5,4.166666666666666,2.5,1.458333333333333,1.458333333333333,2.916666666666666,2.916666666666666,4.166666666666666,2.916666666666666,3.75,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,4.583333333333333,0.0,0.0,0.0,3.333333333333333,0.0,0.0,0.0,1.6666666666666663,0.0,0.0,0.0,3.75,0.0,0.0,0.0,0.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,4.166666666666666,0.0,0.0,0.0,0.0,4.166666666666666,5.0,0.0,2.916666666666666,0.0,4.166666666666666,0.0,0.0,0.0,2.916666666666666,0.0,0.0,0.0,0.0,0.0,2.2916666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.166666666666666,0.0,0.0,2.916666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.916666666666666,4.583333333333333,5.0,0.8333333333333333,0.0,2
32,4515,0.0,5.0,4.583333333333333,4.166666666666666,0.0,0.0,0.0,4.583333333333333,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.458333333333333,2.5,5.0,2.5,3.333333333333333,0.0,1.875,2.916666666666666,2.5,4.166666666666666,5.0,0.8333333333333333,3.333333333333333,1.875,2.5,4.166666666666666,2.5,1.25,1.6666666666666663,3.75,3.75,4.166666666666666,3.75,5.0,5.0,4.375,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.166666666666666,0.0,2.5,2.916666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.916666666666666,2.5,0.0,0.0,0.0,0.0,3.333333333333333,0.0,5.0,0.0,2.5,0.0,0.0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,1.6666666666666663,0.0,0.0,0.0,4.583333333333333,2.5,0.0,0.0,0.0,3.75,0.0,0.0,0.0,0.0,2.083333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.333333333333333,5.0,4.166666666666666,0.8333333333333333,0.0,5
33,4663,0.0,4.583333333333333,3.333333333333333,4.583333333333333,0.0,0.0,0.0,4.583333333333333,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.2916666666666665,2.916666666666666,0.0,5.0,5.0,0.0,2.8125,3.333333333333333,3.333333333333333,2.916666666666666,4.583333333333333,2.708333333333333,4.583333333333333,3.125,2.5,2.916666666666666,3.75,2.5,2.083333333333333,3.75,1.875,3.333333333333333,2.916666666666666,3.333333333333333,5.0,4.166666666666666,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666663,0.0,2.5,3.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.916666666666666,0.0,0.0,0.0,0.0,0.0,3.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.916666666666666,2.5,0.0,0.0,0.0,2.916666666666666,1.6666666666666663,0.0,0.0,0.0,0.0,1.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.333333333333333,0.0,0.0,0.0,3.333333333333333,5.0,3.75,0.0,0.0,5
34,4650,0.0,5.0,4.166666666666666,3.333333333333333,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.5,4.166666666666666,0.0,2.5,5.0,0.0,1.458333333333333,2.916666666666666,5.0,4.166666666666666,3.75,2.2916666666666665,3.75,4.375,3.333333333333333,3.75,4.583333333333333,3.958333333333333,5.0,4.583333333333333,3.75,5.0,3.75,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,3.75,5.0,0.0,0.0,0.0,0.0,0.0,4.583333333333333,0.0,3.333333333333333,2.5,4.583333333333333,3.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,5.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,5.0,5.0,0.0,0.0,1
35,4632,0.0,3.333333333333333,2.916666666666666,4.166666666666666,0.0,0.0,0.0,0.0,5.0,3.125,0.0,0.0,0.0,0.0,0.0,1.458333333333333,1.6666666666666663,0.0,2.5,5.0,0.0,3.333333333333333,1.875,4.166666666666666,2.916666666666666,5.0,2.9166666666666665,4.583333333333333,3.125,2.708333333333333,2.5,4.583333333333333,3.5416666666666665,2.8125,5.0,3.75,3.75,2.5,3.333333333333333,5.0,2.5,5.0,0.0,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.166666666666666,0.0,5.0,0.0,0.0,2.916666666666666,0.0,0.0,0.0,0.0,0.0,0.0,4.583333333333333,0.0,0.0,4.583333333333333,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.583333333333333,4.166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.333333333333333,2.916666666666666,5.0,0.0,0.0,5
36,4722,0.0,5.0,4.166666666666666,3.333333333333333,0.0,0.0,0.0,4.583333333333333,0.0,0.0,0.0,4.166666666666666,0.0,0.0,0.0,2.083333333333333,2.916666666666666,0.0,2.2916666666666665,3.75,0.0,1.25,3.333333333333333,3.75,5.0,4.166666666666666,1.25,2.5,2.5,2.5,2.916666666666666,2.5,2.5,2.916666666666666,4.166666666666666,3.75,3.75,2.5,4.583333333333333,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666663,5.0,3.75,5.0,2.916666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,2.916666666666666,0.0,2.916666666666666,0.0,0.0,0.0,2.916666666666666,5.0,0.0,4.166666666666666,0.0,4.166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.916666666666666,5.0,4.583333333333333,1.6666666666666663,0.0,3
37,4468,0.0,4.583333333333333,4.583333333333333,4.583333333333333,0.0,0.0,0.0,0.0,4.583333333333333,0.0,0.0,3.75,0.0,0.0,0.0,2.2916666666666665,2.916666666666666,5.0,3.333333333333333,4.166666666666666,0.0,2.083333333333333,3.75,4.583333333333333,3.75,5.0,1.6666666666666663,0.0,1.6666666666666663,4.583333333333333,4.166666666666666,5.0,1.6666666666666663,2.083333333333333,4.583333333333333,5.0,5.0,3.75,4.583333333333333,5.0,5.0,5.0,4.583333333333333,0.0,0.0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,4.583333333333333,2.916666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.583333333333333,0.0,5.0,0.0,0.0,0.0,4.166666666666666,4.166666666666666,0.8333333333333333,0.0,0.0,5.0,0.0,5.0,0.0,0.0,5.0,0.0,4.166666666666666,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666663,0.0,0.0,0.0,0.0,0.0,0.0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,5.0,4.583333333333333,4.583333333333333,0.0,6
38,4491,0.0,4.583333333333333,4.583333333333333,3.75,0.0,0.0,0.0,0.0,4.166666666666666,5.0,5.0,0.0,0.0,0.0,0.0,2.5,3.333333333333333,5.0,2.916666666666666,4.583333333333333,0.0,2.2916666666666665,2.5,3.333333333333333,2.916666666666666,5.0,1.25,0.0,1.875,3.333333333333333,5.0,3.75,2.083333333333333,2.083333333333333,4.583333333333333,4.583333333333333,5.0,4.166666666666666,5.0,5.0,4.583333333333333,5.0,4.583333333333333,0.0,0.0,3.75,0.0,0.0,0.0,0.0,4.583333333333333,4.166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.166666666666666,0.0,0.0,0.0,0.0,0.0,3.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,3.333333333333333,5.0,0.0,4.166666666666666,4.166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.166666666666666,4.583333333333333,4.583333333333333,5.0,0.0,6
39,4483,0.0,4.583333333333333,3.75,5.0,0.0,0.0,0.0,0.0,0.0,5.0,2.5,0.0,0.0,4.166666666666666,0.0,2.9166666666666665,2.5,0.0,2.5,4.166666666666666,0.0,1.458333333333333,2.5,4.166666666666666,2.5,3.75,2.5,3.333333333333333,1.25,2.916666666666666,2.916666666666666,3.75,3.75,2.2916666666666665,3.333333333333333,2.2916666666666665,2.916666666666666,3.75,3.75,5.0,2.916666666666666,4.166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,3.75,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.583333333333333,0.0,0.0,0.0,0.0,3.75,0.0,0.0,0.0,5.0,5.0,0.0,0.0,4.583333333333333,0.0,2.5,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,2.5,0.0,2.5,0.0,2.916666666666666,0.0,0.0,0.0,0.0,2.083333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.083333333333333,2.916666666666666,4.583333333333333,0.0,3.333333333333333,5
40,4705,0.0,5.0,3.333333333333333,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,1.458333333333333,2.5,0.0,2.5,4.583333333333333,0.0,2.5,2.916666666666666,4.583333333333333,2.916666666666666,5.0,2.708333333333333,2.5,3.75,2.5,2.5,3.333333333333333,2.6041666666666665,2.9166666666666665,2.916666666666666,2.5,3.75,2.5,5.0,5.0,4.166666666666666,3.333333333333333,5.0,0.0,0.0,0.0,0.0,0.8333333333333333,4.583333333333333,0.0,4.583333333333333,3.333333333333333,0.0,1.6666666666666663,0.0,0.0,0.0,0.0,0.0,0.0,2.916666666666666,0.0,0.0,0.0,0.0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.916666666666666,0.0,0.0,0.0,0.0,0.0,2.5,5.0,0.0,4.166666666666666,0.0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.458333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,3.958333333333333,5.0,1.6666666666666663,0.0,5
41,4802,0.0,5.0,2.5,3.75,0.0,0.0,0.0,0.0,0.0,3.333333333333333,0.0,4.166666666666666,0.0,0.0,2.5,3.125,2.5,0.0,2.916666666666666,2.083333333333333,2.916666666666666,2.916666666666666,2.5,3.333333333333333,1.6666666666666663,4.583333333333333,3.5416666666666665,2.5,3.333333333333333,2.5,4.583333333333333,5.0,2.5,3.125,4.166666666666666,3.333333333333333,3.75,4.166666666666666,3.333333333333333,5.0,3.75,5.0,0.0,0.8333333333333333,3.333333333333333,0.0,3.75,0.0,4.583333333333333,0.0,3.333333333333333,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.333333333333333,0.0,0.0,0.0,0.0,0.0,3.333333333333333,0.0,0.0,0.0,0.0,0.0,4.583333333333333,0.0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,4.166666666666666,4.583333333333333,0.0,2.916666666666666,5
42,4476,0.0,4.166666666666666,2.5,5.0,0.0,0.0,0.0,4.583333333333333,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.25,4.166666666666666,0.0,4.583333333333333,2.916666666666666,0.0,1.25,2.916666666666666,3.333333333333333,2.5,4.583333333333333,0.8333333333333333,0.8333333333333333,1.25,1.6666666666666663,3.75,3.333333333333333,2.2916666666666665,2.9166666666666665,4.166666666666666,3.333333333333333,3.333333333333333,2.5,5.0,4.583333333333333,3.125,5.0,4.583333333333333,0.0,4.166666666666666,0.0,0.0,2.5,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.583333333333333,0.0,0.0,0.0,4.166666666666666,0.0,0.0,0.0,0.0,0.0,2.916666666666666,5.0,0.0,4.166666666666666,0.0,2.916666666666666,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.4166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.916666666666666,5.0,4.583333333333333,2.5,0.0,3
43,4458,0.0,4.583333333333333,4.583333333333333,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.166666666666666,0.0,0.0,1.6666666666666663,2.5,5.0,2.916666666666666,3.333333333333333,0.0,0.6944444444444443,2.5,2.5,2.5,4.583333333333333,2.291666666666666,2.916666666666666,1.458333333333333,2.5,4.166666666666666,4.166666666666666,2.708333333333333,1.6666666666666663,3.75,3.333333333333333,5.0,3.333333333333333,4.166666666666666,5.0,3.75,5.0,4.166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.333333333333333,2.5,0.0,0.0,0.0,0.0,0.0,1.6666666666666663,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.583333333333333,0.0,4.583333333333333,0.0,0.0,0.0,3.333333333333333,0.0,0.0,0.0,0.0,2.083333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,5.0,4.583333333333333,0.0,0.0,0
44,4786,0.0,5.0,5.0,4.583333333333333,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.791666666666666,2.5,0.0,4.166666666666666,4.583333333333333,5.0,4.791666666666666,2.916666666666666,2.916666666666666,2.916666666666666,4.166666666666666,3.333333333333333,3.333333333333333,4.791666666666666,2.916666666666666,4.583333333333333,5.0,5.0,3.5416666666666665,4.583333333333333,5.0,5.0,3.333333333333333,4.166666666666666,5.0,5.0,5.0,0.0,0.8333333333333333,0.0,0.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.583333333333333,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2916666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.166666666666666,5.0,5.0,0.0,5.0,1
45,4428,0.0,5.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.5,5.0,5.0,5.0,5.0,0.0,2.5,5.0,4.583333333333333,5.0,5.0,2.5,0.0,2.5,5.0,5.0,5.0,2.5,2.5,5.0,5.0,5.0,5.0,4.583333333333333,4.583333333333333,5.0,5.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.583333333333333,5.0,0.0,4.583333333333333,0.0,0.0,0.0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,2
