id_mahasiswa,4,138,140,143,145,147,149,151,152,153,185,186,187,189,238,243,246,247,248,249,250,251,253,254,255,256,257,260,262,264,265,266,267,269,271,272,274,276,277,278,279,280,281,283,320,321,322,323,324,325,326,327,328,329,330,331,332,334,335,336,337,338,340,341,342,343,344,345,346,347,349,350,351,352,353,354,355,356,357,359,361,362,363,364,365,366,368,369,370,373,377,379,381,385,388,394,396,398,402,405,407,409,411,414,415,417,419,420,439,448,452,512,513,514,515,516,527,536,156,530,208
4425,,5.0,4.583333333333333,5.0,,,,,,5.0,4.583333333333333,,,,,2.083333333333333,3.333333333333333,,2.916666666666666,3.75,,1.458333333333333,2.916666666666666,3.333333333333333,2.5,3.75,0.8333333333333333,2.5,1.25,1.6666666666666665,4.583333333333333,2.916666666666666,1.25,2.9166666666666665,2.916666666666666,2.5,4.166666666666666,4.166666666666666,2.916666666666666,4.583333333333333,1.6666666666666665,4.583333333333333,,,,,,4.166666666666666,4.583333333333333,,2.5,2.5,,,,,,0.8333333333333333,,,,3.333333333333333,4.583333333333333,,,,,,,,,,4.583333333333333,,,,,,5.0,2.5,2.5,,4.166666666666666,,,,3.333333333333333,3.333333333333333,,,,,1.875,,,,,,,,,,,,,,,,3.75,,,,,,,,2.916666666666666,4.166666666666666,4.166666666666666,5.0,
4426,,5.0,4.583333333333333,4.583333333333333,,,,,4.583333333333333,,,,3.75,,,1.875,2.5,5.0,2.5,5.0,,1.25,2.916666666666666,2.5,2.5,4.583333333333333,1.25,3.333333333333333,1.6666666666666665,3.75,5.0,3.333333333333333,2.2916666666666665,1.458333333333333,4.166666666666666,4.166666666666666,4.166666666666666,4.166666666666666,3.75,5.0,4.583333333333333,5.0,5.0,,,,,,,,2.916666666666666,3.333333333333333,,,,,3.333333333333333,2.916666666666666,2.5,3.75,,4.583333333333333,,,,,,,,2.5,,,4.166666666666666,,,,,,,,,5.0,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,4.166666666666666,,,,,,,,2.916666666666666,5.0,5.0,3.333333333333333,
4427,,5.0,5.0,5.0,,,,,5.0,,5.0,4.583333333333333,,,,2.2916666666666665,5.0,5.0,5.0,5.0,,2.5,3.75,5.0,5.0,5.0,2.5,,2.5,4.166666666666666,5.0,5.0,2.2916666666666665,2.5,5.0,5.0,5.0,4.583333333333333,4.166666666666666,5.0,5.0,5.0,5.0,,,,,,,,,2.5,,3.333333333333333,5.0,,,,,,,,,,,,,5.0,,,,5.0,,,,,5.0,,5.0,,,5.0,,4.583333333333333,5.0,,4.583333333333333,,,,,,,,,,,,,,,2.5,,,,,,,5.0,,,,,,,,4.166666666666666,5.0,5.0,5.0,
4428,,5.0,5.0,5.0,,,,5.0,,,5.0,,,,,2.5,5.0,5.0,5.0,5.0,,2.5,5.0,4.583333333333333,5.0,5.0,2.5,,2.5,5.0,5.0,5.0,2.5,2.5,5.0,5.0,5.0,5.0,4.583333333333333,4.583333333333333,5.0,5.0,5.0,,,5.0,,,,,,,5.0,4.583333333333333,5.0,,4.583333333333333,,,,4.583333333333333,,,,,,,5.0,,,,,,,5.0,,5.0,5.0,,,,,5.0,,,,4.583333333333333,,,,,,,,,,,,,5.0,,,5.0,,,,,,5.0,,,,,,,,5.0,5.0,5.0,,
4429,,5.0,3.333333333333333,4.583333333333333,,,,,5.0,,,,,,,2.083333333333333,3.333333333333333,,2.916666666666666,5.0,,2.2916666666666665,3.333333333333333,5.0,5.0,5.0,1.6666666666666665,,1.875,5.0,4.166666666666666,5.0,2.2916666666666665,1.458333333333333,5.0,5.0,5.0,4.583333333333333,2.916666666666666,5.0,4.166666666666666,5.0,4.583333333333333,,,,,,,,,,,1.6666666666666665,3.333333333333333,,,,4.583333333333333,,,,,,,4.166666666666666,,,,5.0,3.333333333333333,3.75,,4.583333333333333,,,,4.166666666666666,,5.0,,5.0,,4.166666666666666,5.0,5.0,,,,,,,1.6666666666666665,,,,,,,,,,,,,,4.583333333333333,,5.0,,,,,,,,3.75,5.0,5.0,,
4430,,5.0,4.583333333333333,4.166666666666666,,,,,,5.0,,5.0,,,,2.083333333333333,3.75,5.0,4.166666666666666,5.0,,2.2916666666666665,4.166666666666666,4.166666666666666,3.75,5.0,1.875,,2.083333333333333,3.75,5.0,5.0,1.6666666666666665,2.2916666666666665,5.0,5.0,5.0,5.0,4.166666666666666,5.0,2.2916666666666665,5.0,,,,,,,,,,,3.75,1.6666666666666665,4.166666666666666,,,,4.583333333333333,,,,,,5.0,,,5.0,,,,5.0,,,,,5.0,,3.75,,,5.0,,5.0,,,4.583333333333333,,,,,,,,,,,,,,,3.75,,,,,,,5.0,,,,,,,,4.583333333333333,5.0,5.0,5.0,
4431,,5.0,4.583333333333333,4.583333333333333,,,,,,5.0,,,,,,2.083333333333333,2.916666666666666,5.0,3.333333333333333,4.583333333333333,,2.083333333333333,3.75,2.916666666666666,3.75,4.166666666666666,1.458333333333333,,1.875,2.5,5.0,4.166666666666666,1.6666666666666665,1.875,4.583333333333333,4.166666666666666,5.0,3.75,3.333333333333333,5.0,3.75,5.0,5.0,,,,,5.0,4.583333333333333,,,,4.166666666666666,,,,4.583333333333333,,,,4.583333333333333,,,,,4.166666666666666,,,,,,4.166666666666666,,,,,4.583333333333333,4.583333333333333,4.583333333333333,,3.333333333333333,,,,5.0,,4.166666666666666,,,,,,,,,,,,,0.8333333333333333,,,,,,,,,4.583333333333333,,,,,,,,3.75,5.0,5.0,,
4432,,5.0,4.583333333333333,3.333333333333333,,,5.0,,,,5.0,,,,,1.875,2.5,5.0,3.333333333333333,5.0,,1.25,3.333333333333333,2.916666666666666,3.333333333333333,4.166666666666666,1.25,5.0,1.6666666666666665,3.333333333333333,4.583333333333333,5.0,1.6666666666666665,1.458333333333333,4.583333333333333,4.166666666666666,5.0,4.583333333333333,3.333333333333333,5.0,5.0,5.0,5.0,,,,,5.0,,,,,,,,,4.166666666666666,,2.916666666666666,,,,,,,,,5.0,,5.0,5.0,3.75,4.583333333333333,,,,,,,,,5.0,3.75,,,5.0,,,,,,,2.2916666666666665,,,,,,,,,,,,,,3.333333333333333,,5.0,,,,,,,,4.166666666666666,5.0,4.583333333333333,3.75,
4433,,5.0,4.583333333333333,4.583333333333333,,,,,5.0,5.0,,,,,,2.5,3.333333333333333,5.0,2.5,5.0,,1.6666666666666665,3.75,5.0,4.583333333333333,4.166666666666666,1.25,5.0,1.875,3.75,4.583333333333333,5.0,1.875,2.5,4.583333333333333,4.583333333333333,5.0,4.583333333333333,4.166666666666666,5.0,5.0,5.0,5.0,,,,,5.0,,,,,,,2.916666666666666,,4.166666666666666,,5.0,,,,,,,,,5.0,,5.0,5.0,4.583333333333333,,,,,,,,,,5.0,5.0,,,5.0,,,,,,,2.5,,,,,,,,,,,,,,4.166666666666666,,4.583333333333333,,,,,,,,4.166666666666666,5.0,5.0,,
4434,,4.583333333333333,5.0,4.166666666666666,,,,,,5.0,,,,,,2.2916666666666665,3.75,5.0,4.166666666666666,4.583333333333333,,2.2916666666666665,4.583333333333333,3.333333333333333,4.583333333333333,5.0,1.25,,1.875,2.5,5.0,5.0,2.083333333333333,1.875,4.166666666666666,4.583333333333333,5.0,4.166666666666666,3.75,4.583333333333333,5.0,5.0,4.583333333333333,,,3.75,,5.0,,,,,5.0,0.8333333333333333,,,3.75,,,,,,,,,,,5.0,,,,2.5,,,4.166666666666666,,4.583333333333333,4.166666666666666,2.5,,,5.0,,,5.0,,4.166666666666666,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,3.75,5.0,5.0,,
4435,,5.0,5.0,4.166666666666666,,,,5.0,,,,5.0,,,,2.5,4.583333333333333,5.0,5.0,5.0,,2.5,3.75,5.0,5.0,5.0,2.5,,2.5,5.0,5.0,5.0,2.5,2.5,5.0,5.0,5.0,5.0,4.583333333333333,5.0,5.0,5.0,4.583333333333333,,,5.0,,,,,,,4.583333333333333,4.583333333333333,5.0,,,,5.0,,,,,,,,,5.0,,,,5.0,,,,,5.0,,5.0,,,5.0,,4.583333333333333,,,5.0,,,,,,,,,,,,,,,4.166666666666666,,,,,,,5.0,,,,,,,,5.0,5.0,5.0,5.0,
4436,,5.0,4.583333333333333,3.75,,,,,,5.0,,,4.583333333333333,,,2.083333333333333,3.333333333333333,5.0,3.75,3.333333333333333,,2.2916666666666665,3.333333333333333,3.333333333333333,2.916666666666666,4.583333333333333,2.083333333333333,,2.083333333333333,3.75,5.0,4.583333333333333,1.6666666666666665,2.083333333333333,4.583333333333333,4.166666666666666,5.0,3.333333333333333,2.5,5.0,5.0,5.0,5.0,,3.333333333333333,4.166666666666666,,5.0,,,,,4.166666666666666,,3.75,,3.75,,3.333333333333333,,,,,,,,,5.0,,,,,,,,,4.166666666666666,4.583333333333333,,,,,,,,,4.583333333333333,,,,,,,,,,,,,3.75,,,,,,,,,5.0,,,,,,,,4.166666666666666,5.0,5.0,,
4437,,5.0,5.0,4.166666666666666,,,,4.583333333333333,,,4.583333333333333,,,,,2.2916666666666665,3.333333333333333,5.0,2.916666666666666,4.583333333333333,,2.5,3.75,3.75,5.0,5.0,2.5,,2.083333333333333,3.75,5.0,4.166666666666666,2.2916666666666665,2.2916666666666665,4.166666666666666,4.166666666666666,5.0,4.583333333333333,4.166666666666666,5.0,3.75,5.0,5.0,,,,,,,,,,3.333333333333333,,5.0,4.583333333333333,,,,,,,,5.0,,,,5.0,,,,3.75,,,,,,4.583333333333333,,,,,,,5.0,,5.0,4.583333333333333,,,,,,,,,,,,,,5.0,,,,,,,3.75,,,,,,,,4.166666666666666,5.0,5.0,5.0,
4438,,4.166666666666666,3.333333333333333,3.75,,,,,,,,,4.166666666666666,,,2.5,2.5,5.0,3.333333333333333,5.0,,2.2916666666666665,2.916666666666666,2.916666666666666,4.166666666666666,5.0,1.875,,1.875,2.9166666666666665,5.0,5.0,1.875,2.5,5.0,5.0,5.0,3.333333333333333,4.166666666666666,4.583333333333333,2.9166666666666665,2.9166666666666665,5.0,,,4.583333333333333,,5.0,,,5.0,5.0,3.75,3.333333333333333,4.166666666666666,,5.0,,4.166666666666666,,,,,,,,,5.0,,,,,,,,,4.583333333333333,,,,,,,,,,,3.75,,,,,,,,,,,,4.583333333333333,,,,,,,,,4.583333333333333,,,,,,,,4.166666666666666,5.0,3.75,,
4439,,5.0,4.166666666666666,3.333333333333333,,,5.0,,,,4.166666666666666,,,,,2.2916666666666665,2.5,,2.5,4.583333333333333,,1.458333333333333,2.5,4.166666666666666,2.916666666666666,4.583333333333333,1.25,2.916666666666666,2.083333333333333,2.916666666666666,4.583333333333333,2.916666666666666,1.6666666666666665,1.458333333333333,4.166666666666666,3.333333333333333,5.0,2.916666666666666,2.916666666666666,5.0,1.6666666666666665,4.583333333333333,,,,,,,,,,2.916666666666666,,,,,,,3.75,2.916666666666666,,,,,,3.333333333333333,,,,2.5,5.0,1.6666666666666665,4.166666666666666,,,,,,,5.0,,3.75,,2.916666666666666,,3.75,,,,,,,2.2916666666666665,,,,,,,,,,,,,,,,4.166666666666666,,,,,,,,4.166666666666666,4.583333333333333,5.0,0.8333333333333333,
4440,,5.0,5.0,5.0,,,,,,5.0,,,,,,2.5,5.0,5.0,5.0,5.0,,2.5,4.583333333333333,5.0,5.0,5.0,2.5,,2.5,5.0,5.0,5.0,2.5,2.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,5.0,,,,,,,5.0,,5.0,,5.0,,,,5.0,,,5.0,,,,,,,,,,,5.0,,5.0,5.0,5.0,,,5.0,,4.166666666666666,5.0,,5.0,,,,,,,,,,,,,5.0,,,,,,,,,5.0,,,,,,,,4.583333333333333,5.0,5.0,,
4441,,5.0,4.166666666666666,4.166666666666666,,,,5.0,,,,,4.583333333333333,,,2.5,4.583333333333333,5.0,5.0,5.0,,2.5,4.583333333333333,5.0,5.0,5.0,2.5,,2.5,3.75,5.0,5.0,2.5,2.5,5.0,5.0,5.0,5.0,3.75,5.0,5.0,5.0,4.583333333333333,,,5.0,,,,,,,5.0,5.0,5.0,,5.0,,5.0,,,,,5.0,,,,5.0,,,,5.0,,,5.0,,5.0,5.0,5.0,,,5.0,,,,,5.0,,,,,,,,,,,,,5.0,,,,,,,,,5.0,,,,,,,,4.166666666666666,5.0,5.0,,
4442,,5.0,4.166666666666666,3.75,,,5.0,,,,,,,,,1.875,1.6666666666666665,5.0,2.916666666666666,2.916666666666666,,1.25,2.916666666666666,2.5,2.5,4.583333333333333,1.6666666666666665,3.333333333333333,1.6666666666666665,2.5,4.583333333333333,3.75,1.458333333333333,1.458333333333333,2.916666666666666,2.916666666666666,4.583333333333333,3.75,2.916666666666666,4.583333333333333,4.166666666666666,4.166666666666666,4.166666666666666,,,3.333333333333333,,3.333333333333333,3.75,,,3.333333333333333,,,,,,,2.5,1.6666666666666665,,,,,,3.75,,5.0,,2.5,,3.333333333333333,4.166666666666666,,,,,,,,2.5,,,,,,,2.5,,,,,2.2916666666666665,,,,,,,,,,,,,,,,3.333333333333333,,,,,,,,2.916666666666666,5.0,4.166666666666666,,
4443,,5.0,4.583333333333333,3.75,,,4.583333333333333,,,,,,4.166666666666666,,,2.5,2.916666666666666,,3.75,5.0,,1.875,2.5,5.0,3.75,4.583333333333333,1.25,,1.458333333333333,3.333333333333333,4.583333333333333,4.583333333333333,1.6666666666666665,2.2916666666666665,3.75,3.333333333333333,4.583333333333333,2.5,4.166666666666666,4.583333333333333,4.583333333333333,5.0,2.916666666666666,,,,,,,,,,,,1.6666666666666665,,3.333333333333333,2.916666666666666,,,4.166666666666666,2.916666666666666,,,,3.75,,,,,,,4.166666666666666,,,,4.166666666666666,,,5.0,,4.166666666666666,,3.333333333333333,,,2.5,,,,,,,,,,,,,,,,,,,,,,2.916666666666666,,,,,,,,2.916666666666666,5.0,4.583333333333333,5.0,
4444,,4.583333333333333,4.583333333333333,3.333333333333333,,,,,4.583333333333333,,,,3.75,,,2.2916666666666665,2.222222222222222,5.0,4.166666666666666,3.75,,1.458333333333333,2.916666666666666,4.166666666666666,4.583333333333333,4.583333333333333,1.6666666666666665,,1.6666666666666665,2.5,4.583333333333333,5.0,1.6666666666666665,2.083333333333333,4.166666666666666,3.75,4.583333333333333,2.916666666666666,2.916666666666666,5.0,5.0,5.0,4.166666666666666,,,4.166666666666666,,5.0,,,5.0,,,,3.75,4.583333333333333,,,,,,,,,,3.333333333333333,,5.0,5.0,,,,4.583333333333333,,,,,,,,,5.0,,2.916666666666666,5.0,,,3.333333333333333,,,,,,,,,,,,2.5,,,,,,,,,4.166666666666666,,,,,,,,2.5,5.0,5.0,,
4445,,4.583333333333333,4.583333333333333,3.75,,,4.583333333333333,,,,,,3.75,,,2.083333333333333,2.916666666666666,,3.333333333333333,4.583333333333333,,1.6666666666666665,2.916666666666666,5.0,3.75,4.166666666666666,1.25,,1.25,3.333333333333333,4.583333333333333,4.583333333333333,1.6666666666666665,2.5,3.75,2.5,5.0,4.583333333333333,4.583333333333333,5.0,4.166666666666666,5.0,3.333333333333333,,,,,,,,5.0,,,,3.75,,3.333333333333333,3.333333333333333,,,,4.583333333333333,,,,4.166666666666666,,,,,,,4.166666666666666,,,,,,4.583333333333333,5.0,,4.583333333333333,,2.916666666666666,,,2.916666666666666,,,,,,,,,,,,,,,,,,,,,,3.75,,,,,,,,2.916666666666666,5.0,5.0,5.0,
4446,,4.583333333333333,3.75,3.75,,,,,,4.583333333333333,,,,,,2.083333333333333,2.5,,2.5,4.166666666666666,,1.25,2.916666666666666,3.75,4.166666666666666,4.583333333333333,1.25,4.166666666666666,1.25,2.5,4.583333333333333,3.75,1.25,1.458333333333333,4.166666666666666,3.333333333333333,5.0,4.583333333333333,3.75,5.0,3.333333333333333,4.166666666666666,,,,,,,,,3.333333333333333,,,,,,,,0.8333333333333333,2.5,,,,,,3.75,,3.333333333333333,4.166666666666666,4.166666666666666,,1.6666666666666665,4.166666666666666,0.8333333333333333,,,3.75,,0.8333333333333333,5.0,,4.166666666666666,,,,,3.333333333333333,,,,,,2.5,,,,,,,,,,,,,,,,2.5,,,,,,,,3.333333333333333,5.0,4.583333333333333,4.583333333333333,
4447,,0.8333333333333333,,0.8333333333333333,,,,,,,,,,,,0.41666666666666663,,,0.8333333333333333,,,0.41666666666666663,,,,,,,,,0.8333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4448,,4.583333333333333,4.166666666666666,3.333333333333333,,2.5,,,5.0,,,,,,2.5,2.2916666666666665,1.9791666666666665,5.0,2.5,3.75,,1.1458333333333333,2.5,2.5,2.916666666666666,3.75,1.458333333333333,3.333333333333333,2.291666666666666,2.5,4.583333333333333,4.166666666666666,1.25,4.166666666666666,3.333333333333333,3.75,3.333333333333333,4.166666666666666,5.0,4.583333333333333,4.166666666666666,4.166666666666666,4.583333333333333,,,,,,4.166666666666666,,2.5,2.916666666666666,,,,,,2.5,0.8333333333333333,,,,,,4.583333333333333,,,,,3.75,,,4.583333333333333,,,,,,0.8333333333333333,,,4.166666666666666,,2.5,,,,2.5,,,,,2.083333333333333,,,,,,,,,,,,,,,,4.583333333333333,,,,,,,,2.916666666666666,5.0,4.583333333333333,,
4449,,4.583333333333333,4.583333333333333,3.75,,,,,4.166666666666666,,,4.166666666666666,,,,1.875,2.5,5.0,2.5,5.0,,1.458333333333333,2.916666666666666,3.75,2.5,5.0,1.6666666666666665,,1.458333333333333,2.5,3.75,5.0,1.458333333333333,1.6666666666666665,3.75,5.0,5.0,2.916666666666666,3.75,4.166666666666666,4.166666666666666,4.166666666666666,,,,,,,,,,,,,4.583333333333333,,,,,,,,,,,,,5.0,,,,3.333333333333333,,2.5,,,5.0,,5.0,,,4.583333333333333,,2.916666666666666,5.0,,3.75,,,,,,,,,,,,,,,2.5,,,,,,,4.166666666666666,,,,,,,,3.333333333333333,5.0,4.166666666666666,5.0,
4450,,4.583333333333333,4.583333333333333,3.333333333333333,,,,,4.166666666666666,,,,4.166666666666666,,,2.083333333333333,2.916666666666666,5.0,2.5,4.166666666666666,,1.6666666666666665,2.916666666666666,2.5,4.166666666666666,5.0,1.25,,1.6666666666666665,3.333333333333333,4.583333333333333,5.0,2.083333333333333,2.2916666666666665,4.166666666666666,3.333333333333333,5.0,5.0,5.0,5.0,5.0,4.583333333333333,5.0,,,,,,,,5.0,3.75,,,3.333333333333333,,4.166666666666666,4.166666666666666,,,4.583333333333333,4.583333333333333,,,,3.75,,5.0,,,,,,,,,4.166666666666666,,4.166666666666666,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.583333333333333,,,,,,,,4.166666666666666,4.583333333333333,5.0,,
4451,,5.0,4.166666666666666,5.0,,,,,4.583333333333333,,,,3.75,,,1.6666666666666665,3.333333333333333,5.0,2.5,4.166666666666666,,1.25,2.5,3.75,3.75,4.166666666666666,0.7638888888888887,2.5,1.25,2.5,4.583333333333333,5.0,3.333333333333333,1.6666666666666665,3.75,3.75,4.583333333333333,4.583333333333333,5.0,5.0,4.166666666666666,5.0,2.916666666666666,,,,,,,,5.0,,,,,,,3.333333333333333,2.5,3.75,,4.583333333333333,,,,3.75,,,,4.583333333333333,,,4.166666666666666,,,,,,,,,4.583333333333333,,3.333333333333333,,,,,,,,,1.875,,,,,,,,,,,,,,,,5.0,,,,,,,,2.916666666666666,5.0,5.0,3.333333333333333,
4452,,5.0,4.166666666666666,5.0,,,5.0,,5.0,,,,,,,1.6666666666666665,2.5,5.0,1.6666666666666665,3.333333333333333,,2.083333333333333,2.916666666666666,4.166666666666666,2.5,4.583333333333333,2.5,3.333333333333333,1.25,2.916666666666666,4.166666666666666,3.75,2.708333333333333,2.5,2.916666666666666,3.75,3.75,4.166666666666666,3.75,5.0,3.75,4.583333333333333,,,,,,,4.166666666666666,,2.5,4.166666666666666,,,,,,,0.8333333333333333,,,,,,,,,,,4.166666666666666,,,2.5,,,,,,5.0,,,3.75,,2.5,,,,2.916666666666666,,,,,2.2916666666666665,,,,,,,,,,,,,,,,3.333333333333333,,,,,,,,2.916666666666666,5.0,4.583333333333333,,
4453,,5.0,5.0,5.0,,,,,4.166666666666666,,,,4.166666666666666,,,2.5,2.916666666666666,5.0,3.75,4.583333333333333,,1.875,2.916666666666666,4.166666666666666,4.166666666666666,5.0,1.458333333333333,,1.6666666666666665,3.75,4.166666666666666,5.0,2.083333333333333,2.5,4.166666666666666,5.0,4.583333333333333,3.75,4.583333333333333,5.0,5.0,4.583333333333333,5.0,,,,,,,,4.583333333333333,3.75,,,3.333333333333333,,4.583333333333333,4.166666666666666,,,5.0,5.0,,,,,,5.0,,,,,,,,,4.583333333333333,,5.0,,,4.583333333333333,,4.583333333333333,,,3.333333333333333,,,,,,,,,,,,,,,,,,,,,,4.583333333333333,,,,,,,,4.166666666666666,4.583333333333333,5.0,,
4454,,5.0,4.583333333333333,5.0,,,,,5.0,5.0,,,,,,2.5,2.5,5.0,2.916666666666666,4.583333333333333,,1.458333333333333,3.333333333333333,2.916666666666666,3.333333333333333,4.166666666666666,0.9374999999999998,,2.083333333333333,2.083333333333333,5.0,4.166666666666666,1.25,2.8125,4.166666666666666,3.75,5.0,4.166666666666666,4.583333333333333,4.166666666666666,5.0,5.0,4.583333333333333,,,,,5.0,4.583333333333333,,4.583333333333333,3.333333333333333,,,,,,,,,,,,,,3.75,,,,,,,4.166666666666666,,,,,,,,2.916666666666666,4.583333333333333,3.333333333333333,4.583333333333333,,,,4.166666666666666,,,,,,,,,,,,,,,,,,,,,3.333333333333333,,,,,,,,3.75,5.0,5.0,2.916666666666666,
