id_mahasiswa,4,138,140,144,145,149,151,152,153,189,246,248,249,251,253,254,255,257,260,262,264,265,266,267,269,271,272,276,277,278,280,281,320,322,324,325,326,327,335,336,337,338,339,340,341,342,343,344,346,350,351,352,353,359,361,362,363,364,365,367,369,527,528,529,530,531,532,536,538,541,548,549,550,552,553,554,555,559,561,562,563,564,566,567,568,569
3833,,12.0,11.100000000000001,11.100000000000001,11.100000000000001,,,,12.0,,6.8999999999999995,8.100000000000001,7.4,9.899999999999999,9.0,6.8999999999999995,9.0,6.8999999999999995,,9.0,6.0,12.0,9.899999999999999,8.100000000000001,9.0,11.100000000000001,9.899999999999999,9.0,0.0,12.0,12.0,24.0,,,11.100000000000001,12.0,,,,,11.100000000000001,,11.100000000000001,,,,9.899999999999999,,,9.899999999999999,,,,12.0,8.100000000000001,,,,12.0,,,9.0,,4.949999999999999,,11.100000000000001,0.0,8.0,9.899999999999999,9.899999999999999,,11.100000000000001,,11.100000000000001,11.100000000000001,,,,,,9.899999999999999,12.0,12.0,,,
3835,,12.0,12.0,12.0,12.0,,,12.0,,,12.0,12.0,8.0,12.0,9.0,12.0,12.0,12.0,,12.0,9.899999999999999,12.0,12.0,11.100000000000001,12.0,12.0,12.0,11.100000000000001,9.149999999999999,12.0,12.0,24.0,,,,,,6.0,,,,,12.0,,,,,,,12.0,,,,12.0,,12.0,,11.100000000000001,12.0,,,9.899999999999999,12.0,4.050000000000001,12.0,6.0,,8.0,11.100000000000001,12.0,,12.0,,,12.0,,12.0,,,,11.100000000000001,12.0,12.0,12.0,11.100000000000001,
3836,,12.0,12.0,12.0,12.0,,12.0,,,,12.0,12.0,8.0,12.0,12.0,11.100000000000001,12.0,12.0,,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,9.225000000000001,11.100000000000001,12.0,24.0,,12.0,,,,,,,11.100000000000001,,12.0,,,,,,,,,,12.0,12.0,,,12.0,,,,,12.0,12.0,11.55,,11.100000000000001,12.0,8.0,11.100000000000001,12.0,,12.0,,12.0,,12.0,12.0,,,,12.0,12.0,12.0,12.0,,
3837,,11.100000000000001,11.100000000000001,8.100000000000001,8.100000000000001,,,9.899999999999999,,,6.8999999999999995,6.0,6.6,8.100000000000001,6.8999999999999995,6.0,9.899999999999999,6.0,,8.100000000000001,8.100000000000001,11.100000000000001,12.0,9.899999999999999,11.100000000000001,9.899999999999999,8.100000000000001,12.0,9.75,12.0,11.100000000000001,24.0,,,,,12.0,9.0,,,11.100000000000001,11.100000000000001,11.100000000000001,,,,9.0,,,,,,,12.0,,12.0,,,,,,9.899999999999999,8.100000000000001,,,9.899999999999999,,7.4,,12.0,,9.899999999999999,9.899999999999999,,9.899999999999999,,12.0,,,,9.899999999999999,12.0,12.0,,,9.899999999999999
3838,,12.0,8.100000000000001,11.100000000000001,11.100000000000001,,,12.0,,,8.100000000000001,6.8999999999999995,8.0,11.100000000000001,8.100000000000001,12.0,12.0,8.100000000000001,,9.0,12.0,9.899999999999999,12.0,11.100000000000001,6.8999999999999995,12.0,12.0,11.100000000000001,11.024999999999999,12.0,12.0,22.200000000000003,,,,,,,11.100000000000001,8.100000000000001,,,12.0,,,,9.899999999999999,,,9.0,,11.100000000000001,,12.0,,12.0,,9.899999999999999,12.0,,,9.0,8.100000000000001,1.5,,,,8.0,,12.0,,,,9.899999999999999,,,,12.0,12.0,8.100000000000001,9.899999999999999,12.0,12.0,,,
3839,,12.0,11.100000000000001,11.100000000000001,11.100000000000001,,,11.100000000000001,,,6.0,6.0,8.0,6.0,6.8999999999999995,6.0,6.0,6.0,9.075000000000001,8.100000000000001,9.0,12.0,8.100000000000001,11.100000000000001,6.8999999999999995,9.899999999999999,9.899999999999999,9.899999999999999,8.325000000000001,12.0,12.0,24.0,,,,,6.8999999999999995,8.100000000000001,6.0,9.0,,11.100000000000001,9.899999999999999,,,,,,,,9.899999999999999,,,12.0,,12.0,,,,,,6.8999999999999995,,,8.100000000000001,8.100000000000001,,8.0,,11.100000000000001,,,6.8999999999999995,,,,,6.0,,,9.0,9.899999999999999,12.0,,,9.0
3840,,12.0,11.100000000000001,9.0,9.0,,,,12.0,,8.100000000000001,9.0,5.4,11.100000000000001,8.100000000000001,8.100000000000001,6.8999999999999995,9.899999999999999,,9.899999999999999,9.0,12.0,11.100000000000001,8.100000000000001,9.899999999999999,11.100000000000001,9.899999999999999,8.100000000000001,10.8,12.0,12.0,24.0,8.100000000000001,9.899999999999999,,12.0,,,8.100000000000001,,,,12.0,,,,,,,,,,,12.0,,,,,,,,9.899999999999999,9.0,4.949999999999999,,9.0,9.0,8.0,11.100000000000001,11.100000000000001,,9.899999999999999,,11.100000000000001,,,12.0,,,,9.899999999999999,12.0,12.0,,,11.100000000000001
3841,,11.100000000000001,9.0,12.0,12.0,,,,12.0,9.899999999999999,6.0,6.0,6.6,6.8999999999999995,6.0,9.899999999999999,6.0,4.275,8.55,6.0,6.8999999999999995,6.8999999999999995,9.0,9.0,6.0,8.100000000000001,9.0,9.0,10.424999999999999,12.0,9.899999999999999,12.0,,,9.0,,6.0,,,11.100000000000001,,,9.899999999999999,,,9.0,,,12.0,,11.100000000000001,,6.0,12.0,,12.0,,6.0,,,6.8999999999999995,6.0,,,,,,4.6,,9.0,,,,,,,,12.0,6.0,,6.5249999999999995,7.739999999999998,11.100000000000001,6.0,,
3842,,11.100000000000001,11.100000000000001,12.0,12.0,,,9.899999999999999,12.0,,11.100000000000001,12.0,8.0,12.0,11.100000000000001,12.0,12.0,11.100000000000001,,12.0,11.100000000000001,12.0,12.0,12.0,12.0,12.0,12.0,9.899999999999999,8.174999999999999,12.0,12.0,24.0,,,,,,,,,,,11.100000000000001,,12.0,,12.0,,,11.100000000000001,,,,12.0,,,,,12.0,,12.0,12.0,12.0,4.949999999999999,12.0,12.0,12.0,8.0,12.0,12.0,,12.0,,12.0,,,12.0,,,,12.0,12.0,12.0,,,
3843,,12.0,12.0,12.0,12.0,,12.0,,,,12.0,9.899999999999999,8.0,12.0,12.0,9.899999999999999,12.0,11.100000000000001,,12.0,12.0,12.0,12.0,11.100000000000001,11.100000000000001,12.0,12.0,12.0,8.850000000000001,12.0,12.0,24.0,,12.0,,,12.0,,,,12.0,,12.0,,,,12.0,,,9.0,11.100000000000001,,,12.0,,12.0,11.100000000000001,9.899999999999999,,,,11.100000000000001,9.899999999999999,,,,11.100000000000001,8.0,,12.0,,11.100000000000001,,,12.0,,,,,,12.0,12.0,12.0,,,12.0
3844,,12.0,11.100000000000001,8.100000000000001,8.100000000000001,12.0,,,,,6.0,8.100000000000001,8.0,6.0,8.100000000000001,6.8999999999999995,8.100000000000001,6.0,11.774999999999999,8.100000000000001,8.100000000000001,11.100000000000001,12.0,8.100000000000001,6.8999999999999995,11.100000000000001,9.899999999999999,11.100000000000001,12.0,12.0,12.0,24.0,,,,12.0,,,6.8999999999999995,8.100000000000001,,,12.0,,,,,,,9.0,11.100000000000001,,,12.0,,12.0,9.0,,,,,9.899999999999999,,,9.0,9.899999999999999,,8.0,,9.899999999999999,,,,,,,12.0,12.0,12.0,12.0,9.0,12.0,11.100000000000001,12.0,,
